,CYS_P_7.5,ASP_P_7.5,SER_P_7.5,GLN_P_7.5,LYS_P_7.5,ILE_P_7.5,PRO_P_7.5,THR_P_7.5,PHE_P_7.5,ASN_P_7.5,GLY_P_7.5,HIS_P_7.5,LEU_P_7.5,ARG_P_7.5,TRP_P_7.5,ALA_P_7.5,VAL_P_7.5,GLU_P_7.5,TYR_P_7.5,MET_P_7.5,hbond_don_sc_atom_5_P,hbond_acc_sc_atom_5_P,hbond_don_bb_atom_5_P,hbond_acc_bb_atom_5_P,hbond_don_sc_atom_5_7.5_P,hbond_acc_sc_atom_5_7.5_P,hbond_don_bb_atom_5_7.5_P,hbond_acc_bb_atom_5_7.5_P,saas_P_7.5,index,identifier,ratio_mean,y_actual,y_predicted,correct
10,10.526315789473683,0.0,0.0,5.263157894736842,5.263157894736842,5.263157894736842,0.0,0.0,10.526315789473683,5.263157894736842,5.263157894736842,0.0,10.526315789473683,10.526315789473683,0.0,10.526315789473683,0.0,10.526315789473683,5.263157894736842,5.263157894736842,0.6666666666666667,1.3333333333333337,1.3333333333333337,0.6666666666666667,2.666666666666667,2.666666666666667,6.666666666666667,4.0,11.11111111111111,10,O00329_C144_6OCO_C144,19.09,0,1,0
11,10.0,0.0,0.0,5.0,10.0,10.0,0.0,0.0,10.0,0.0,5.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,5.0,5.0,0.6535947712418301,1.30718954248366,1.30718954248366,1.30718954248366,3.2679738562091507,1.30718954248366,6.535947712418301,3.92156862745098,6.666666666666667,11,O00329_C144_6OCU_C144,19.09,0,1,0
12,10.0,0.0,0.0,5.0,5.0,10.0,0.0,0.0,10.0,0.0,5.0,0.0,15.0,10.0,0.0,10.0,0.0,10.0,5.0,5.0,0.6493506493506493,1.2987012987012987,1.2987012987012987,1.2987012987012987,3.2467532467532463,1.948051948051948,6.493506493506493,3.896103896103896,8.148148148148149,12,O00329_C144_6PYR_C144,19.09,0,1,0
13,5.555555555555555,0.0,0.0,5.555555555555555,11.11111111111111,5.555555555555555,0.0,0.0,11.11111111111111,0.0,5.555555555555555,0.0,11.11111111111111,11.11111111111111,0.0,11.11111111111111,0.0,11.11111111111111,5.555555555555555,5.555555555555555,0.6578947368421052,1.3157894736842104,1.3157894736842104,0.0,3.947368421052632,1.973684210526316,6.578947368421052,4.605263157894736,8.88888888888889,13,O00329_C144_7LM2_C144,19.09,0,1,0
14,8.333333333333332,4.166666666666666,4.166666666666666,4.166666666666666,8.333333333333332,4.166666666666666,0.0,4.166666666666666,4.166666666666666,0.0,4.166666666666666,0.0,12.5,4.166666666666666,0.0,16.666666666666664,0.0,12.5,4.166666666666666,4.166666666666666,0.0,0.0,1.7647058823529411,0.0,1.1764705882352942,1.1764705882352942,7.647058823529412,6.470588235294119,0.0,14,O00329_C147_5DXU_C147,19.09,0,1,0
15,8.0,4.0,4.0,4.0,8.0,4.0,0.0,4.0,8.0,0.0,4.0,0.0,8.0,8.0,0.0,16.0,0.0,12.0,4.0,4.0,0.0,0.0,1.9230769230769231,0.641025641025641,1.282051282051282,1.282051282051282,8.974358974358974,5.769230769230769,3.7037037037037033,15,O00329_C147_5M6U_C147,19.09,0,1,0
16,7.6923076923076925,3.8461538461538463,3.8461538461538463,3.8461538461538463,7.6923076923076925,3.8461538461538463,0.0,3.8461538461538463,7.6923076923076925,0.0,3.8461538461538463,0.0,11.538461538461538,7.6923076923076925,0.0,15.384615384615383,0.0,11.538461538461538,3.8461538461538463,3.8461538461538463,0.0,0.0,1.2269938650306749,1.8404907975460123,1.2269938650306749,1.2269938650306749,8.588957055214724,5.521472392638037,1.4814814814814816,16,O00329_C147_5VLR_C147,19.09,0,1,0
17,8.0,4.0,4.0,4.0,8.0,4.0,0.0,4.0,8.0,0.0,4.0,0.0,12.0,4.0,0.0,16.0,0.0,12.0,4.0,4.0,0.0,0.0,1.1235955056179776,0.5617977528089888,1.1235955056179776,1.1235955056179776,7.865168539325842,5.617977528089887,0.0,17,O00329_C147_6G6W_C147,19.09,0,0,1
18,7.6923076923076925,3.8461538461538463,3.8461538461538463,3.8461538461538463,7.6923076923076925,3.8461538461538463,0.0,3.8461538461538463,7.6923076923076925,0.0,3.8461538461538463,0.0,11.538461538461538,7.6923076923076925,0.0,15.384615384615383,0.0,11.538461538461538,3.8461538461538463,3.8461538461538463,0.0,0.0,1.1235955056179776,0.5617977528089888,1.1235955056179776,1.1235955056179776,8.426966292134832,5.617977528089887,0.0,18,O00329_C147_6OCO_C147,19.09,0,0,1
19,8.695652173913043,4.3478260869565215,4.3478260869565215,4.3478260869565215,8.695652173913043,4.3478260869565215,0.0,0.0,4.3478260869565215,0.0,4.3478260869565215,0.0,13.043478260869565,4.3478260869565215,0.0,17.391304347826086,0.0,13.043478260869565,4.3478260869565215,4.3478260869565215,0.0,0.0,1.7241379310344829,0.0,1.1494252873563218,1.1494252873563218,7.471264367816093,6.321839080459771,0.0,19,O00329_C147_6OCU_C147,19.09,0,1,0
20,8.333333333333332,4.166666666666666,4.166666666666666,4.166666666666666,8.333333333333332,4.166666666666666,0.0,4.166666666666666,4.166666666666666,0.0,4.166666666666666,0.0,8.333333333333332,8.333333333333332,0.0,16.666666666666664,0.0,12.5,4.166666666666666,4.166666666666666,0.0,0.0,1.11731843575419,1.11731843575419,1.11731843575419,1.11731843575419,7.82122905027933,5.58659217877095,0.0,20,O00329_C147_6PYR_C147,19.09,0,1,0
21,8.0,4.0,4.0,4.0,8.0,4.0,0.0,4.0,8.0,0.0,4.0,0.0,12.0,4.0,0.0,16.0,0.0,12.0,4.0,4.0,0.0,0.0,1.7543859649122806,0.5847953216374269,1.1695906432748535,1.1695906432748535,7.017543859649122,5.847953216374268,0.0,21,O00329_C147_7LM2_C147,19.09,0,1,0
22,0.0,0.0,18.181818181818183,9.090909090909092,0.0,0.0,9.090909090909092,0.0,0.0,0.0,9.090909090909092,0.0,9.090909090909092,0.0,0.0,0.0,36.36363636363637,9.090909090909092,0.0,0.0,0.0,0.0,2.061855670103093,3.09278350515464,2.061855670103093,2.061855670103093,3.09278350515464,5.154639175257731,42.22222222222222,22,O00329_C366_5DXU_C366,17.76,0,0,1
23,0.0,0.0,22.22222222222222,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,44.44444444444444,11.11111111111111,0.0,0.0,0.0,0.0,2.3529411764705883,2.3529411764705883,0.0,0.0,3.5294117647058822,4.705882352941177,39.25925925925926,23,O00329_C366_5M6U_C366,17.76,0,0,1
24,0.0,0.0,18.181818181818183,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,9.090909090909092,0.0,9.090909090909092,0.0,9.090909090909092,0.0,36.36363636363637,9.090909090909092,0.0,0.0,0.0,0.0,2.061855670103093,3.09278350515464,2.061855670103093,2.061855670103093,3.09278350515464,5.154639175257731,44.44444444444444,24,O00329_C366_5VLR_C366,17.76,0,0,1
25,0.0,0.0,16.666666666666664,8.333333333333332,0.0,0.0,8.333333333333332,0.0,0.0,0.0,8.333333333333332,0.0,8.333333333333332,0.0,0.0,0.0,33.33333333333333,16.666666666666664,0.0,0.0,0.0,0.0,2.0202020202020203,3.0303030303030303,2.0202020202020203,3.0303030303030303,3.0303030303030303,4.040404040404041,37.03703703703704,25,O00329_C366_6G6W_C366,17.76,0,0,1
26,0.0,0.0,18.181818181818183,9.090909090909092,0.0,0.0,9.090909090909092,0.0,0.0,0.0,9.090909090909092,0.0,9.090909090909092,0.0,0.0,0.0,36.36363636363637,9.090909090909092,0.0,0.0,0.0,0.0,1.9230769230769231,2.8846153846153846,2.8846153846153846,2.8846153846153846,2.8846153846153846,5.769230769230769,42.96296296296296,26,O00329_C366_6OCO_C366,17.76,0,0,1
27,0.0,0.0,25.0,8.333333333333332,0.0,0.0,8.333333333333332,0.0,0.0,0.0,8.333333333333332,0.0,8.333333333333332,0.0,0.0,0.0,33.33333333333333,8.333333333333332,0.0,0.0,0.0,0.0,1.9417475728155336,2.912621359223301,1.9417475728155336,3.883495145631068,2.912621359223301,5.825242718446602,42.96296296296296,27,O00329_C366_6OCU_C366,17.76,0,0,1
28,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,40.0,10.0,0.0,0.0,0.0,0.0,2.083333333333333,3.125,1.0416666666666663,1.0416666666666663,3.125,5.208333333333334,43.7037037037037,28,O00329_C366_6PYR_C366,17.76,0,0,1
29,0.0,0.0,16.666666666666664,8.333333333333332,0.0,0.0,8.333333333333332,0.0,0.0,0.0,8.333333333333332,0.0,8.333333333333332,0.0,8.333333333333332,0.0,33.33333333333333,8.333333333333332,0.0,0.0,0.0,0.0,1.96078431372549,2.941176470588235,1.96078431372549,2.941176470588235,2.941176470588235,5.88235294117647,41.48148148148148,29,O00329_C366_7LM2_C366,17.76,0,0,1
30,0.0,6.25,6.25,12.5,6.25,0.0,0.0,0.0,0.0,12.5,0.0,0.0,6.25,18.75,0.0,12.5,6.25,6.25,6.25,0.0,0.8333333333333334,2.5,1.6666666666666667,1.6666666666666667,2.5,0.0,5.833333333333333,5.0,26.666666666666668,30,O00329_C90_5DXU_C90,17.48,0,1,0
31,0.0,8.333333333333332,8.333333333333332,8.333333333333332,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,0.0,8.333333333333332,25.0,0.0,16.666666666666664,8.333333333333332,0.0,0.0,0.0,0.0,2.127659574468085,3.191489361702128,0.0,3.191489361702128,0.0,6.382978723404255,6.382978723404255,32.592592592592595,31,O00329_C90_5M6U_C90,17.48,0,1,0
32,0.0,6.25,6.25,12.5,6.25,0.0,0.0,0.0,0.0,12.5,0.0,0.0,6.25,18.75,0.0,12.5,6.25,6.25,6.25,0.0,1.020408163265306,3.061224489795918,2.0408163265306123,2.0408163265306123,2.0408163265306123,0.0,7.142857142857142,6.122448979591836,34.81481481481482,32,O00329_C90_5VLR_C90,17.48,0,1,0
33,0.0,6.25,6.25,12.5,6.25,0.0,0.0,0.0,0.0,12.5,0.0,0.0,6.25,18.75,0.0,12.5,6.25,6.25,6.25,0.0,0.0,2.5423728813559325,2.5423728813559325,0.847457627118644,3.389830508474576,0.0,5.932203389830509,5.932203389830509,35.55555555555556,33,O00329_C90_6G6W_C90,17.48,0,1,0
34,0.0,6.25,6.25,12.5,6.25,0.0,0.0,0.0,0.0,12.5,0.0,0.0,6.25,18.75,0.0,12.5,6.25,6.25,6.25,0.0,0.8547008547008548,2.564102564102564,2.564102564102564,1.7094017094017095,2.564102564102564,0.0,5.982905982905983,5.128205128205128,27.40740740740741,34,O00329_C90_6OCO_C90,17.48,0,1,0
35,0.0,6.666666666666667,6.666666666666667,13.333333333333334,6.666666666666667,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,6.666666666666667,20.0,0.0,13.333333333333334,6.666666666666667,6.666666666666667,6.666666666666667,0.0,0.0,2.5423728813559325,0.847457627118644,1.694915254237288,3.389830508474576,0.0,6.779661016949152,5.084745762711865,32.592592592592595,35,O00329_C90_6OCU_C90,17.48,0,1,0
36,0.0,7.142857142857142,7.142857142857142,7.142857142857142,7.142857142857142,0.0,0.0,0.0,0.0,7.142857142857142,0.0,0.0,7.142857142857142,21.428571428571427,0.0,14.285714285714285,7.142857142857142,7.142857142857142,7.142857142857142,0.0,0.0,2.608695652173913,2.608695652173913,0.8695652173913043,3.4782608695652173,0.0,6.086956521739131,6.086956521739131,29.629629629629623,36,O00329_C90_6PYR_C90,17.48,0,1,0
37,0.0,5.0,5.0,10.0,10.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,5.0,15.0,0.0,10.0,5.0,10.0,5.0,0.0,0.7246376811594203,2.1739130434782608,0.7246376811594203,2.1739130434782608,2.898550724637681,0.7246376811594203,6.521739130434782,5.797101449275362,2.2222222222222223,37,O00329_C90_7LM2_C90,17.48,0,1,0
38,0.0,0.0,6.666666666666667,20.0,0.0,0.0,6.666666666666667,13.333333333333334,0.0,0.0,6.666666666666667,0.0,6.666666666666667,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.819672131147541,3.278688524590164,2.459016393442623,2.459016393442623,3.278688524590164,4.918032786885246,5.737704918032787,14.074074074074074,38,O14802_C742_7AE1_C742,8.991444718254053,0,1,0
39,5.0,10.0,5.0,0.0,10.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,15.0,0.0,0.0,15.0,5.0,10.0,0.0,5.0,0.0,0.6711409395973155,0.6711409395973155,2.013422818791946,0.6711409395973155,2.013422818791946,4.697986577181208,5.369127516778524,6.666666666666667,39,O14929_C299_6VO5_C299,1.7743642330169616,1,1,1
40,0.0,0.0,8.333333333333332,0.0,4.166666666666666,0.0,4.166666666666666,8.333333333333332,16.666666666666664,8.333333333333332,20.833333333333336,0.0,0.0,4.166666666666666,0.0,8.333333333333332,8.333333333333332,0.0,8.333333333333332,0.0,0.0,0.6666666666666667,2.0,2.666666666666667,2.666666666666667,1.3333333333333337,8.666666666666668,6.666666666666667,0.7407407407407408,40,O15269_C133_7K0K_C133,16.35,0,1,0
41,8.0,12.0,4.0,4.0,8.0,8.0,0.0,8.0,4.0,0.0,16.0,0.0,12.0,0.0,0.0,4.0,8.0,4.0,0.0,0.0,1.2658227848101269,1.89873417721519,1.89873417721519,2.5316455696202533,0.6329113924050633,2.5316455696202533,8.227848101265822,6.962025316455696,9.62962962962963,41,O43148_C206_3BGV_C42,2.50156898498534,1,1,1
42,8.0,12.0,4.0,4.0,8.0,8.0,0.0,8.0,4.0,0.0,16.0,0.0,12.0,0.0,0.0,4.0,8.0,4.0,0.0,0.0,1.282051282051282,1.9230769230769231,1.9230769230769231,2.564102564102564,1.282051282051282,3.205128205128205,8.333333333333332,7.051282051282051,7.4074074074074066,42,O43148_C206_5E9W_C206,2.50156898498534,1,1,1
43,11.76470588235294,11.76470588235294,0.0,0.0,5.88235294117647,0.0,0.0,0.0,5.88235294117647,0.0,11.76470588235294,0.0,23.52941176470588,5.88235294117647,0.0,11.76470588235294,5.88235294117647,0.0,5.88235294117647,0.0,0.0,0.0,0.6711409395973155,2.684563758389262,2.013422818791946,2.013422818791946,7.38255033557047,5.369127516778524,28.88888888888889,43,O43156_C682_7F4U_C682,1.237949709097543,1,1,1
44,5.0,0.0,15.0,0.0,0.0,10.0,10.0,0.0,5.0,5.0,0.0,0.0,20.0,0.0,0.0,5.0,10.0,5.0,10.0,0.0,0.0,0.0,1.2048192771084338,2.409638554216868,1.2048192771084338,1.2048192771084338,6.626506024096386,4.216867469879518,0.0,44,O43264_C346_7QPG_C346,0.7552172243595124,1,0,0
45,0.0,0.0,0.0,0.0,5.88235294117647,17.647058823529413,17.647058823529413,5.88235294117647,0.0,11.76470588235294,0.0,0.0,11.76470588235294,5.88235294117647,0.0,0.0,11.76470588235294,0.0,5.88235294117647,5.88235294117647,0.0,0.6329113924050633,0.6329113924050633,1.2658227848101269,1.2658227848101269,0.6329113924050633,4.430379746835443,5.063291139240507,7.4074074074074066,45,O43264_C477_7QPG_C477,1.9829934615854807,1,0,0
46,0.0,0.0,5.263157894736842,5.263157894736842,5.263157894736842,5.263157894736842,10.526315789473683,0.0,10.526315789473683,0.0,0.0,0.0,26.31578947368421,0.0,5.263157894736842,0.0,5.263157894736842,0.0,21.052631578947366,0.0,0.0,0.0,0.6369426751592357,1.910828025477707,0.0,0.0,5.095541401273886,3.1847133757961785,0.7407407407407408,46,O60234_C87_3L50_C87,1.7803646683692915,1,1,1
47,0.0,6.666666666666667,0.0,0.0,0.0,6.666666666666667,0.0,6.666666666666667,6.666666666666667,13.333333333333334,0.0,6.666666666666667,26.666666666666668,6.666666666666667,0.0,0.0,13.333333333333334,0.0,6.666666666666667,0.0,0.7936507936507936,0.7936507936507936,0.0,1.5873015873015872,0.7936507936507936,0.0,5.555555555555555,2.380952380952381,9.62962962962963,47,O60306_C681_4PJ3_C681,2.7577421516179985,1,0,0
48,4.761904761904762,0.0,0.0,0.0,0.0,9.523809523809524,4.761904761904762,0.0,4.761904761904762,4.761904761904762,9.523809523809524,19.047619047619047,14.285714285714285,9.523809523809524,0.0,0.0,9.523809523809524,4.761904761904762,4.761904761904762,0.0,0.7142857142857143,0.0,1.4285714285714286,2.142857142857143,4.285714285714286,3.571428571428571,4.285714285714286,2.857142857142857,4.444444444444445,48,O60568_C691_6TEX_C691,1.415,1,1,1
49,0.0,14.285714285714285,14.285714285714285,0.0,0.0,0.0,0.0,14.285714285714285,28.57142857142857,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0,0.0,3.278688524590164,3.278688524590164,3.278688524590164,3.278688524590164,1.639344262295082,1.639344262295082,4.918032786885246,3.278688524590164,28.88888888888889,49,O60671_C148_3A1J_C148,16.8,0,0,1
50,0.0,16.666666666666664,16.666666666666664,0.0,0.0,0.0,0.0,16.666666666666664,33.33333333333333,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.083333333333333,4.166666666666666,0.0,6.25,6.25,4.166666666666666,6.25,46.66666666666666,50,O60671_C148_7Z6H_C148,16.8,0,1,0
51,0.0,13.333333333333334,13.333333333333334,0.0,6.666666666666667,13.333333333333334,0.0,6.666666666666667,13.333333333333334,0.0,13.333333333333334,6.666666666666667,6.666666666666667,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.6,2.4,4.8,5.6000000000000005,15.555555555555555,51,O75369_C2248_2EE6_C66,2.2087898179888588,1,0,0
52,0.0,9.090909090909092,0.0,0.0,0.0,0.0,9.090909090909092,0.0,18.181818181818183,9.090909090909092,0.0,0.0,9.090909090909092,0.0,0.0,9.090909090909092,9.090909090909092,27.27272727272727,0.0,0.0,0.0,0.9433962264150944,0.9433962264150944,0.9433962264150944,0.9433962264150944,3.7735849056603774,6.60377358490566,5.660377358490567,23.703703703703702,52,O75448_C336_7EMF_C336,0.9007902344067892,1,0,0
53,0.0,0.0,0.0,0.0,4.761904761904762,4.761904761904762,0.0,4.761904761904762,4.761904761904762,0.0,4.761904761904762,19.047619047619047,14.285714285714285,0.0,0.0,14.285714285714285,19.047619047619047,4.761904761904762,0.0,4.761904761904762,0.0,0.0,1.1494252873563218,1.1494252873563218,1.1494252873563218,1.1494252873563218,5.172413793103448,4.597701149425287,0.7407407407407408,53,O75582_C475_3KN6_C475,16.92,0,0,1
54,0.0,0.0,0.0,0.0,4.545454545454546,4.545454545454546,0.0,4.545454545454546,4.545454545454546,0.0,4.545454545454546,18.181818181818183,13.636363636363637,0.0,0.0,13.636363636363637,22.727272727272727,4.545454545454546,0.0,4.545454545454546,0.0,0.0,0.5714285714285714,0.5714285714285714,1.1428571428571428,1.1428571428571428,5.714285714285714,6.285714285714287,0.7407407407407408,54,O75582_C475_7UP6_C475,16.92,0,0,1
55,5.88235294117647,0.0,5.88235294117647,5.88235294117647,5.88235294117647,5.88235294117647,5.88235294117647,23.52941176470588,5.88235294117647,0.0,0.0,5.88235294117647,0.0,0.0,0.0,11.76470588235294,17.647058823529413,0.0,0.0,0.0,0.6802721088435374,1.3605442176870748,2.0408163265306123,0.6802721088435374,1.3605442176870748,1.3605442176870748,6.802721088435375,6.802721088435375,7.4074074074074066,55,O75582_C714_3KN6_C714,15.89,0,1,0
56,0.0,0.0,6.25,0.0,12.5,12.5,6.25,0.0,6.25,0.0,6.25,0.0,12.5,0.0,0.0,12.5,6.25,6.25,12.5,0.0,0.7751937984496124,0.7751937984496124,2.3255813953488373,2.3255813953488373,1.550387596899225,0.7751937984496124,3.10077519379845,3.875968992248062,11.11111111111111,56,O75818_C49_6AHV_C49,16.58,0,0,1
57,0.0,8.333333333333332,8.333333333333332,4.166666666666666,0.0,0.0,0.0,8.333333333333332,0.0,8.333333333333332,0.0,4.166666666666666,16.666666666666664,8.333333333333332,4.166666666666666,12.5,8.333333333333332,0.0,4.166666666666666,4.166666666666666,1.058201058201058,1.058201058201058,1.5873015873015872,2.6455026455026456,1.5873015873015872,2.6455026455026456,8.465608465608465,3.7037037037037033,0.7407407407407408,57,O75832_C11_1QYM_C11,1.3870631754398342,1,1,1
58,4.0,8.0,8.0,4.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,4.0,16.0,8.0,4.0,16.0,4.0,0.0,4.0,4.0,1.058201058201058,1.058201058201058,2.1164021164021163,2.1164021164021163,2.1164021164021163,3.1746031746031744,7.4074074074074066,4.232804232804233,0.0,58,O75832_C11_4NIK_C11,1.3870631754398342,1,1,1
59,0.0,8.695652173913043,4.3478260869565215,4.3478260869565215,0.0,0.0,0.0,8.695652173913043,0.0,8.695652173913043,0.0,4.3478260869565215,17.391304347826086,8.695652173913043,4.3478260869565215,13.043478260869565,8.695652173913043,0.0,4.3478260869565215,4.3478260869565215,1.1299435028248588,1.1299435028248588,1.1299435028248588,2.2598870056497176,1.694915254237288,2.2598870056497176,8.47457627118644,3.954802259887006,0.0,59,O75832_C11_5VHP_C11,1.3870631754398342,1,1,1
60,6.666666666666667,0.0,13.333333333333334,0.0,6.666666666666667,6.666666666666667,0.0,20.0,0.0,0.0,6.666666666666667,6.666666666666667,6.666666666666667,0.0,6.666666666666667,0.0,6.666666666666667,13.333333333333334,0.0,0.0,1.694915254237288,1.694915254237288,2.5423728813559325,1.694915254237288,4.23728813559322,3.389830508474576,5.932203389830509,5.932203389830509,34.81481481481482,60,O76071_C97_3FM0_C97,15.0,0,1,0
61,5.555555555555555,0.0,5.555555555555555,0.0,5.555555555555555,5.555555555555555,11.11111111111111,11.11111111111111,0.0,5.555555555555555,16.666666666666664,0.0,11.11111111111111,0.0,0.0,0.0,16.666666666666664,0.0,5.555555555555555,0.0,0.9259259259259258,0.9259259259259258,2.7777777777777777,0.0,0.9259259259259258,0.9259259259259258,4.62962962962963,6.481481481481481,12.592592592592592,61,P00390_C102_1K4Q_C58,16.46,0,1,0
62,5.88235294117647,0.0,5.88235294117647,0.0,0.0,5.88235294117647,11.76470588235294,11.76470588235294,0.0,5.88235294117647,23.52941176470588,0.0,5.88235294117647,0.0,0.0,0.0,17.647058823529413,0.0,5.88235294117647,0.0,1.7699115044247788,1.7699115044247788,0.0,0.8849557522123894,1.7699115044247788,1.7699115044247788,7.079646017699115,4.424778761061947,21.48148148148148,62,P00390_C102_2AAQ_C58,16.46,0,1,0
63,5.555555555555555,0.0,5.555555555555555,0.0,5.555555555555555,5.555555555555555,11.11111111111111,11.11111111111111,0.0,5.555555555555555,16.666666666666664,0.0,11.11111111111111,0.0,0.0,0.0,16.666666666666664,0.0,5.555555555555555,0.0,0.8695652173913043,0.8695652173913043,2.608695652173913,0.0,0.8695652173913043,0.8695652173913043,5.217391304347826,6.086956521739131,9.62962962962963,63,P00390_C102_3DK9_C58,16.46,0,1,0
